NAME,BYTES
./collects/racket/require-transform.rkt.out.sexp,12750
./collects/racket/rerequire.rkt.out.sexp,5260
./collects/racket/runtime-config.rkt.out.sexp,56
./collects/racket/runtime-path.rkt.out.sexp,16234
./collects/racket/sequence.rkt.out.sexp,15499
./collects/racket/serialize.rkt.out.sexp,25623
./collects/racket/set.rkt.out.sexp,62586
./collects/racket/shared.rkt.out.sexp,154
./collects/racket/signature/lang/reader.rkt.out.sexp,2379
./collects/racket/signature/lang.rkt.out.sexp,1921
./collects/racket/splicing.rkt.out.sexp,46683
./collects/racket/stream.rkt.out.sexp,14277
./collects/racket/string.rkt.out.sexp,16312
./collects/racket/struct-info.rkt.out.sexp,11
./collects/racket/struct.rkt.out.sexp,2626
./collects/racket/stxparam-exptime.rkt.out.sexp,436
./collects/racket/stxparam.rkt.out.sexp,2235
./collects/racket/surrogate.rkt.out.sexp,13612
./collects/racket/syntax.rkt.out.sexp,14071
./collects/racket/system.rkt.out.sexp,13912
./collects/racket/tcp.rkt.out.sexp,512
./collects/racket/trace.rkt.out.sexp,20113
./collects/racket/trait.rkt.out.sexp,42703
./collects/racket/udp.rkt.out.sexp,190
./collects/racket/undefined.rkt.out.sexp,167
./collects/racket/unit-exptime.rkt.out.sexp,1119
./collects/racket/unit/lang/reader.rkt.out.sexp,2379
./collects/racket/unit/lang.rkt.out.sexp,7100
./collects/racket/unit.rkt.out.sexp,214842
./collects/racket/unsafe/ops.rkt.out.sexp,53
./collects/racket/unsafe/undefined.rkt.out.sexp,44
./collects/racket/vector.rkt.out.sexp,15592
./collects/raco/all-tools.rkt.out.sexp,3394
./collects/raco/command-name.rkt.out.sexp,563
./collects/raco/info.rkt.out.sexp,591
./collects/raco/main.rkt.out.sexp,322
./collects/raco/raco.rkt.out.sexp,5174
./collects/reader/lang/reader.rkt.out.sexp,584
./collects/setup/collection-name.rkt.out.sexp,275
./collects/setup/collection-search.rkt.out.sexp,13076
./collects/setup/collects.rkt.out.sexp,5633
./collects/setup/commands/link.rkt.out.sexp,5209
./collects/setup/cross-system.rkt.out.sexp,3050
./collects/setup/dirs.rkt.out.sexp,4329
./collects/setup/doc-db.rkt.out.sexp,29875
./collects/setup/getinfo.rkt.out.sexp,45785
./collects/setup/info.rkt.out.sexp,455
./collects/setup/infotab/lang/reader.rkt.out.sexp,2379
./collects/setup/infotab.rkt.out.sexp,4186
./collects/setup/link.rkt.out.sexp,14966
./collects/setup/main-collects.rkt.out.sexp,122
./collects/setup/main-doc.rkt.out.sexp,122
./collects/setup/matching-platform.rkt.out.sexp,2709
./collects/setup/option.rkt.out.sexp,6953
./collects/setup/pack.rkt.out.sexp,24198
./collects/setup/parallel-build.rkt.out.sexp,39687
./collects/setup/parallel-do.rkt.out.sexp,54594
./collects/setup/path-relativize.rkt.out.sexp,1499
./collects/setup/path-to-relative.rkt.out.sexp,4610
./collects/setup/plt-single-installer.rkt.out.sexp,3074
./collects/setup/private/cc-struct.rkt.out.sexp,1310
./collects/setup/private/command-name.rkt.out.sexp,578
./collects/setup/private/dirs.rkt.out.sexp,14097
./collects/setup/private/dylib.rkt.out.sexp,3353
./collects/setup/private/elf.rkt.out.sexp,482
./collects/setup/private/format-error.rkt.out.sexp,2568
./collects/setup/private/lib-roots.rkt.out.sexp,2217
./collects/setup/private/omitted-paths.rkt.out.sexp,5130
./collects/setup/private/pkg-deps.rkt.out.sexp,44660
./collects/setup/setup-cmdline.rkt.out.sexp,7330
./collects/setup/setup-core.rkt.out.sexp,109364
./collects/setup/setup-go.rkt.out.sexp,664
./collects/setup/setup.rkt.out.sexp,8313
./collects/setup/unixstyle-install.rkt.out.sexp,27216
./collects/setup/unpack.rkt.out.sexp,25434
./collects/setup/variant.rkt.out.sexp,1061
./collects/setup/winstrip.rkt.out.sexp,3630
./collects/setup/winvers-change.rkt.out.sexp,3274
./collects/setup/winvers.rkt.out.sexp,1956
./collects/s-exp/lang/reader.rkt.out.sexp,2426
./collects/syntax/boundmap.rkt.out.sexp,23505
./collects/syntax/context.rkt.out.sexp,863
./collects/syntax/contract.rkt.out.sexp,18522
./collects/syntax/datum.rkt.out.sexp,11
./collects/syntax/define.rkt.out.sexp,44
./collects/syntax/docprovide.rkt.out.sexp,12989
./collects/syntax/flatten-begin.rkt.out.sexp,860
./collects/syntax/for-body.rkt.out.sexp,44
./collects/syntax/free-vars.rkt.out.sexp,12368
./collects/syntax/id-set.rkt.out.sexp,143880
./collects/syntax/id-table.rkt.out.sexp,146203
./collects/syntax/intdef.rkt.out.sexp,412
./collects/syntax/kerncase.rkt.out.sexp,8242
